name,milk,crust,origin,senses,pairings,similarities
Pérail de Brebis,Brebis,Molle à croûte naturelle,Producteur : Fromagerie du FedouLait : Lait cru de brebis,"['Oeil :', 'Nez :', 'Gout :', 'Toucher : ']","[<p style=""text-align: justify;"">Présenté en tranches fines, il peut aussi être servi à l’apéritif.</p>, <p style=""text-align: justify;"">Il ne faut surtout pas gratter la croûte : c’est elle qui donne au fromage son caractère particulier. Très décoratif, il apporte une note fraîche dans un buffet de fromages.Sur les plateaux de fromages, pour les apéritifs dînatoires, les petites faims. Les enfants apprécient sa douceur.</p>, <p style=""text-align: justify;"">Seul ou accompagné d’autres saveurs, sur des tartines, il attire l’œil et stimule les papilles des amateurs de fromages.</p>, <p style=""text-align: justify;"">Il sera accompagné d’un Pic Saint Loup rouge ou encore d’un vin blanc liquoreux comme le Gourdou issu du même terroir, ou un Beaume de Venise, par exemple du Domaine de Fenouillet.</p>]","['Pouligny-Saint-Pierre AOP fermier', 'Saint Marcellin fermier IGP', 'Tomme de Brebis des Pyrénées', 'Buchette de Chèvre cendrée']"
Péraldou,Brebis,Molle à croûte naturelle,Provenance : Ile de France% Matière Grasse/Poids Total : 24 %Lait : Lait pasteurisé de Chèvre,"['Oeil :  croûte légèrement cendrée', 'Nez : Odeur de chèvre', 'Goût :Magnifique compromis entre saveur caprine acidulée et puissance d’un bleu', 'Toucher : Texture moelleuse et puissante']",[<p>Le Persillé de Chèvre s’accompagne d’un blanc sec tel qu’un Chignin Bergeron de Savoie.</p>],"['Selles-sur-cher AOP fermier', 'Bleu de Chèvre', 'Blue Stilton AOP', 'Buchette de Chèvre cendrée']"
Persillé de Chèvre,Chèvre,Pâte persillée,Provenance : Occitanie% Matière Grasse/Poids Total : 31 %Lait : Lait cru de vache,"['Œil : Croûte plane, fine légèrement striée,', 'Nez : faible odeur de lait et de foin tirant sur le fruit jaune, odorat prononcé.', 'Goût : léger avec des notes de foin', 'Toucher : pâte souple avec une pâte ferme et sèche']","[<p style=""text-align: justify;"">Le Bethmale est avant tout un fromage de fin repas qui s’harmonise au mieux avec un vin de Loire, blanc ou rouge mais vous pouvez également le déguster avec un Ariège rouge ou encore un Côte du Rhône.</p>]","['Tomme de Brebis des Pyrénées', 'Bethmale', 'Camembert de Normandie AOP', 'Saint Marcellin fermier IGP']"
Petit Chistera,Vache,Pressée non cuite,Provenance : Grand EstProducteur : Fromagerie Dongé% Matière Grasse/Poids Total : 20 %Lait : Lait cru de vache,"['Oeil : fins pigments rougeâtres et duveté de blanc. Pâte jaune paille.', 'Nez : odeur bouquetée', 'Gout : Fine saveur de noisette', 'Toucher : onctueux et souple mais non coulant']","[<p>Consommé en fin de repas, le Petit Dongé s’accompagne idéalement avec un vin rouge, tel qu’un St Nicolas de Bourgueil ou un Pommard. </p>]","['Bethmale', 'Tome des Bauges AOP', 'Bleu d’Auvergne Fermier AOP', 'Mimolette']"
Petit Dongé,Vache,Molle à croûte fleurie,,"['Oeil : croûte lisse ou légèrement ridée, brillante, de couleur ivoire orangé à rouge−brique selon le stade d’affinage', 'Nez : odeur marquée, agréable, pénétrante, expansive, franche, bouquetée', 'Gout : saveur relevée, typée, la pâte est fondante en bouche. Délicate sensation de crémeux sous le palais.', 'Toucher : pâte souple et onctueuse']","[<p>Le Petit Gaugry est avant tout un fromage de fin repas qui s’harmonise au mieux avec un vin de Bourgogne, blanc ou rouge de la Côte de Beaune ou de la Côte de Nuits.</p>]","['Maroilles fermier AOP 1/2', 'Neufchâtel AOP', 'Fourme d’Ambert AOP', 'Bethmale']"
Petit Gaugry,Vache,Molle à croûte lavée,Provenance : Nouvelle AquitaineProducteur : Ferme FradyLait : Lait cru de chèvre% Matière Grasse/Poids Total : MGNPParticularité : Fermier,"['Œil : Croûte légèrement bleutée', 'Nez : Odeur de sous-bois', 'Gout : Saveur un peu salée de chèvre', 'Toucher : Texture ferme et fondante à la fois']","[<p>Le Petit Louvie s’accompagne d’un Vin blanc sec, comme un Jurançon.</p>]","['Sainte-Maure de Touraine AOP', 'Calisson cendré de chèvre', 'Rocamadour AOP Fermier', 'Crottin de Chavignol AOP']"
Petit Louvie,Chèvre,Molle à croûte naturelle,Provenance : Bourgogne - Franche-ComtéProducteur : Fromagerie Michelin% Matière Grasse/Poids Total : 25 %Lait : Lait cru de vache,"['Oeil : croûte fine, légèrement orangé', 'Nez : Légère odeur de cave', 'Gout : Pâte fondante en bouche et goût assez doux.', 'Toucher : Pâte moelleuse.']","[<p style=""text-align: justify;"">Le Petit St-Point est un fromage de fin de repas, mais il peut également être consommé en en−cas, sans pain. Il convient parfaitement aux enfants.</p>, <p>Il s’accompagne de vins blancs comme le Chignin blanc de Savoie.</p>]","['Bethmale', 'St-Nectaire Fermier AOP', 'Reblochon Fermier AOP entier', 'Bleu d’Auvergne Fermier AOP']"
Petit Saint Point,Vache,Molle à croûte lavée,Provenance : Nouvelle Aquitaine% Matière Grasse/Poids Total : 32 %Lait : Lait cru de chèvreProducteur : La Bonde de Gâtine,"['Œil : Forme cylindrique avec une croûte qui va du jaune au marron-gris', 'Nez : Arômes caprins', 'Goût : pâte lactique au goût beurré et de noisette', 'Toucher : croûte ferme gris bleutée']","[<p>Nous vous conseillons d’accompagner la bonde de Gatigne d’un vin blanc sec, tel qu’un Saint-Véran ou un Sancerre.</p>]","['Valençay AOP fermier', 'Pouligny-Saint-Pierre AOP fermier', 'Chabichou du Poitou AOP', 'Saint Marcellin fermier IGP']"
Petite Bonde,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 20 %Lait : Lait cru de chèvreParticularité : FermierLabel : Appellation d'Origine Protégée AOP,"['Oeil :  croûte à belle fleur bleue ou blanche, coupe franche', 'Nez : Légère odeur caprine', 'Gout : Saveur de chèvre d’autant plus prononcée que le fromage est mûr', 'Toucher : Pâte ferme, fine et homogène, pouvant être cassante après un affinage prolongé']","[<p style=""text-align: justify;"">Le Picodon se savoure le plus couramment en fin de repas. Suivant les goûts, on le choisira jeune ou sec. Chaud ou froid, il se mélange avec la salade. Il est excellent grillé et peut être macéré dans du vin blanc, de l’eau−de−vie ou de l’huile d’olive.</p>, <p style=""text-align: justify;"">Les vins des Côtes−du−Rhône, rouges ou blancs, l’accompagnent harmonieusement.</p>]","['Raclette Fumée', 'St-Nectaire Fermier AOP', 'Buchette de Chèvre cendrée', 'Pouligny-Saint-Pierre AOP fermier']"
Picodon,Chèvre,Molle à croûte naturelle,Provenance : Hauts-de-France% Matière Grasse/Poids Total : 27 %Lait : Lait cru de vache,"['Oeil : croûte fleurie bien blanche en début d’affinage, puis des moisissures bleue-grises.', 'Nez : Champignon et sous-bois', 'Gout : Saveur de noisette légèrement sucrées', 'Toucher : Texture crémeuse. Pâte molle et blonde.']","[<p>Il s’accompagne très bien d’un vin Blanc de Loire ou de Bourgogne, ou tout simplement d’une bière.</p>]","['Coulommiers entier fermier', 'Saint Marcellin fermier IGP', 'Camembert de Normandie AOP', 'Herve à la Bière']"
Pierre Blanche,Vache,Molle à croûte fleurie,Provenance : Nouvelle AquitaineProducteur : Fromagerie Le Côteau% Matière Grasse/Poids Total : 24 %Lait : Lait cru de chèvre,"['Oeil : couleur cendré', 'Nez : caprin', 'Goût : goût de noisette', 'Toucher : Texture dense']","[<p>Le Pitchou s’accompagne d’un vin blanc sec, tel qu’un Pouilly fumé. </p>]","['Sainte-Maure de Touraine AOP', 'Saint-Félicien fermier', 'Saint Marcellin fermier IGP', 'Valençay AOP fermier']"
Pitchou,Chèvre,Molle à croûte naturelle,Provenance : Bourgogne - Franche-ComtéProducteur : GaugryParticularité : Affiné au Chablis% Matière Grasse/Poids Total : 25 %Poids : 200 grammesLait : Lait pasteurisé de Vache,"['Oeil :  croûte humide et lisse orangée', 'Nez : vigoureuse', 'Gout : fondant, fort et intense', 'Toucher : souple']","[<p style=""text-align: justify;"">Fin, raffiné et délicat le “Plaisir au Chablis”s’adressent, pour les petites faims, aux amateurs de fromages à caractère de Bourgogne.</p>, <p style=""text-align: justify;"">Sans contestation, il doit s’accompagner, d’un Chardonnay, d’un chablis ou d’un Sancerre blanc.</p>]","['Bleu de Gex AOP', 'Bleu d’Auvergne Fermier AOP', 'Morbier AOP 100jours', 'Saint Marcellin fermier IGP']"
Plaisir au Chablis,Vache,Molle à croûte lavée,Lait : Lait pasteurisé de VacheProvenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 27 %Producteur : Fromagerie Duroux,"['Œil : croûte entre le gris et le marron.  Pâte fine, de couleur ivoire', 'Nez : odeur légèrement lactique.', 'Gout : légère saveur de noisette', 'Toucher : consistance souple et légèrement friable']","[<p>De même que son cousin le Cantal, le Pomerol s’accompagne souvent d’un vin rouge, ni trop tannique, ni trop boisé. Ainsi, pour profiter pleinement des saveurs de votre fromage, vous pouvez opter pour un Beaujolais ou un rouge de la Loire par exemple. Toutefois, le vin blanc se marie également très bien à la douceur et au côté onctueux et beurré du Pomerol. De ce fait, vous pouvez le déguster avec un vin blanc de la Vallée du Rhône.</p>]","['Tomme de Tarentaise fermière', 'Reblochon Fermier AOP entier', 'Tomme du Jura', 'Tome des Bauges AOP']"
Pomerol,Vache,Pressée non cuite,Provenance : NormandieLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 25 %Lait : Lait cru de vache,"['Œil :  Croûte bien lisse, de jaune d’or à orangé, selon son affiange ; pâte homogène', 'Nez :  Odeur développée avec du bouquet', 'Gout : Saveur prononcée de terroir, qui ne doit être ni trop forte, ni trop douce', 'Toucher : Pâte molle, consistance tendre et souple']",[<p>Le Pont l’Évêque se marie parfaitement avec :</p>],"['Herve à la Bière', 'Munster fermier AOP 1/2', 'Bergues au torchon fermier', 'Maroilles fermier AOP 1/2']"
Pont l’Évêque,Vache,Molle à croûte lavée,Provenance : Centre-Val de Loire% Matière Grasse/Poids Total : 28 %Lait : Lait cru de chèvreParticularité : Fermier,"['Oeil : pâte de couleur blanche à ivoire, lisse et homogène(tâchée de bleu avec l’affinage)', 'Nez : Odeur paillée mais jamais forte', 'Goût : goût caprin et de noisette délicatement acidulé en fin de bouche', 'Toucher : onctueux mais ferme en son coeur']","[<p>Le Pouligny-Saint-Pierre s’apprécie à l’apéritif, en brochettes avec des tomates cerises, accompagné d’un blanc sec issu du Sauvignon, tel qu’un Pouilly fumé ou un Sancerre.</p>]","['Buchette de Chèvre cendrée', 'Crottin de Chavignol AOP', 'Bleu de Chèvre', 'Valençay AOP fermier']"
Pouligny-Saint-Pierre,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Les Saloirs de LouisLait : Lait cru de vache% Matière Grasse/Poids Total : 32 %,"['Goût : Saveur lactique, mais le piment d’espelette relève son léger goût de sel et la parfume.', 'Toucher : Pâte dense ']","[<p>Pour faire ressortir le goût du piment d’Espelette, accompagnez votre pur vache fermier à l’Espelette avec du Gaillac blanc ou rouge AOC.</p>]","['Tomme de Brebis des Pyrénées', 'Tomme Ail des Ours']"
Pur Vache Fermier à l’Espelette,Vache,Pressée non cuite,Provenance : Centre-Val de Loire% Matière Grasse/Poids Total : 29 %Particularité : FermierLait : Lait cru de chèvre,"['Oeil : Croûte naturelle feutrée grise, avec des nuances de blanc et de bleuté tournant au vert.', 'Nez : Odeur de sous−bois, agrémenté de nuances florales.', 'Gout : Saveur légèrement lactique, parfum de noix fraîche ou de fruits secs.', 'Toucher : Pâte ferme et homogène d’un blanc porcelaine.']","[<p>Il s’accompagne d’un vin de son terroir : Valençay blanc, rosé ou rouge.</p>]","['Calisson cendré de chèvre', 'Bleu de Chèvre', 'Saint Marcellin fermier IGP', 'Valençay AOP fermier']"
Pyramide fermière,Chèvre,Molle à croûte naturelle,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 21 %Lait : Lait cru de vache,"['Oeil : coeur gris-marron foncé', 'Nez : odeur de lait et de foin', 'Gout : fond sous la langue', 'Toucher : souple et croûte friable']",[<p>Les vins blancs pas trop secs constituent les accompagnements par excellence d’une raclette fermière. Ces boissons permettent d’alléger le gras du fromage.</p>],"['Gouda Fermier Vieux 12-18 Mois', 'Raclette de Savoie artisanale IGP', 'St-Nectaire Fermier AOP', 'Gouda au Cumin Fermier']"
Raclette,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie PaccardLait : Lait cru de vache% Matière Grasse/Poids Total : 33 %,"['Oeil : Pâte homogène à la fonte. Croûte jaune à orangée', 'Goût : Un goût généreux et équilibré, et pas trop salé.']",[<p>Accompagnez votre raclette de Savoie Fermière du Chignin Bergeron blanc de Savoie à table. Les arômes fruités et la trame acidulée de ce vin blanc se marieront parfaitement avec le goût franc du fromage.</p>],"['Tomme Ail des Ours', 'Tomme de Yenne', 'Raclette Fumée', 'Tomme d’Auvergne Mitée']"
Raclette de Savoie artisanale IGP,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 29 %Lait : Lait cru de vache,"['Oeil :Le moisi à la chaleur est  très vite compensé par les herbes infusées', 'Nez : Notes lactées légèrement salines', 'Gout : fruité et fleuri', 'Toucher : légèrement collant et souple']","[<p style=""text-align: justify;"">La Raclette au foin s’accompagne très bien d’un vin blanc de Savoie tel qu’une Mondeuse.</p>, <p> </p>]","['Cheddar Extra-Mature', 'Saint Marcellin fermier IGP', 'Morbier AOP 100jours', 'Salers AOP']"
Raclette au foin,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 27 %Particularité : Fermier,"['Oeil : Croûte jaune, recouverte d’une fine ” mousse ” blanche, pâte jaune ivoire.', 'Nez : Légère odeur de cave, assez prononcée quand le fromage est “bien fait”.', 'Gout : Saveur velouté, avec un arrière goût de noisette.', 'Toucher : Consistance onctueuse et très souple.']","[<p style=""text-align: justify;"">Le Reblochon se marie parfaitement avec des vins blancs frais et fruités de Savoie (Apremont, Roussette de Savoie, Chignin-Bergeron…), mais aussi de vins rouges légers et fruités comme le Beaujolais. Il est apprécié toute l’année, mais tout particulièrement en été et en automne.</p>]","['Morbier AOP 100jours', 'Tête de Moine entière', 'Tomme de Brebis des Pyrénées', 'Gouda Fermier Vieux 12-18 Mois']"
Reblochon,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie Rochas% Matière Grasse/Poids Total : 23 %Lait : Lait cru de vache,"['Oeil : Croûte à fleur bleue ou blanche', 'Nez : Noisette', 'Gout : Saveur aigre quand elle est fraiche', 'Toucher : Pâte ferme']",[<p>La Rigotte de Vache s’accompagne d’un Vin blanc ou d’un rosé type Crépy ou Seyssel.</p>],"['Rocamadour AOP Fermier', 'Bleu d’Auvergne Fermier AOP', 'Crottin de Chavignol AOP', 'Mothais sur feuille fermier']"
Rigotte de vache,Vache,"Molle à croûte naturelle, non pressée et non cuite",Provenance : Occitanie% Matière Grasse/Poids Total : 22 %Lait : Lait cru de chèvre,"['Oeil : peau striée, veloutée et solidaire. Pâte de couleur blanche, crème−ivoire et beige foncé', 'Nez : odeur caprine', 'Goût : saveur de chèvre avec une texture fondante et moelleuse', 'Toucher : pâte souple']","[<p>Suivant les goûts, on peut l’apprécier crémeux ou sec avec des arômes plus puissants.</p>, <p>Les vins de la région de Cahors s’accordent parfaitement, ou un vin blanc sec toujours du Sud-Ouest, tel qu’un gaillac.</p>]","['Crottin de Chavignol AOP', 'Bouton de Culotte fermier', 'Mothais sur feuille fermier', 'Calisson cendré de chèvre']"
Rocamadour,Chèvre,Molle à croûte naturelle,Provenance : OccitanieProducteur : Yves COMBESParticularité : ArtisanalLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 32 %Poids : 200 grammesLait : Lait cru de brebis,"['Oeil : Croûte saine et régulièrement veinurée', 'Nez : Odeur soutenue', 'Gout : Saveur ovine prononcée', 'Toucher : Pâte souple']","[<p style=""text-align: justify"">Le Roquefort peut se consommer en fin de repas ou en sauce. Il s’associe très bien avecdes viandes rouges, ou avec des pâtes. Pour l’accompagner, préférez un vin blanc doux de la même région comme le Barsac ou un vin rouge tel que le Banyuls.</p>]","['Tomme de Brebis des Pyrénées', 'Bethmale', 'Calisson cendré de chèvre', 'Rocamadour AOP Fermier']"
Roquefort,Brebis,Persillée,Provenance : Nouvelle AquitaineLait : Lait cru de chèvreProducteur : Fromagerie Johnny Blanc% Matière Grasse/Poids Total : 20 %,"['Nez : Odeur caprine.', 'Goût : Saveur douce.']","[<p>Légèrement acidulée et noisetée, la roue cendrée se déguste à merveille avec du vin blanc sec. Pour apprécier ce délicieux fromage de chèvre, vous pouvez l’accompagner avec du Chardonnay, du Sauvignon blanc ou encore du Chenin.</p>]","['Sainte-Maure de Touraine AOP', 'Crottin de Chavignol AOP', 'Chabichou du Poitou AOP']"
Roue cendrée,Chèvre,Molle à croûte naturelle,Provenance : Provence-Alpes-Côte d'Azur% Matière Grasse/Poids Total : 25 %Lait : Lait cru de chèvre,"['Oeil : Boule ronde', 'Nez :', 'Gout : Bouquet d’été rafraîchissant, accompagné d’une touche lactique variable selon l’affinage', 'Toucher :']",[<p>A accompagner d’un blanc sec ou éventuellement d’une bière blanche.</p>],"['Valençay AOP fermier', 'Selles-sur-cher AOP fermier', 'Bouton de Culotte fermier', 'Saint Marcellin fermier IGP']"
